id;query;answer;hi_answer
1924338_0;How could I reduce my weight?my tummy is coming out ,what should I do?;Get hired in the USA with an international company and take an internal company transfer/assignment for a couple of years. Big companies love these things and it's great for your personal career growth. You should also benefit in having the company take care of issues like tax equalization. You'll also typically maintain your US pay, which is usually higher than if you just got a job overseas.;"
				Get &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;hired&lt;/strong&gt;&lt;/span&gt; in the USA with an international &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;company&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;take&lt;/strong&gt;&lt;/span&gt; an internal &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;company&lt;/strong&gt;&lt;/span&gt; transfer/assignment for a couple of years.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Big&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;companies&lt;/strong&gt;&lt;/span&gt; love these things and it's great for your personal career growth.  You should also benefit in having the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;company&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;take&lt;/strong&gt;&lt;/span&gt; care of issues like tax &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;equalization&lt;/strong&gt;&lt;/span&gt;.  You'll also typically maintain your US pay, which is usually higher than if you just got a job overseas.
			"
1924338_1;How could I reduce my weight?my tummy is coming out ,what should I do?;Cut out the junk food. Drink lots of water. Exercise. Eat plenty of fruits and vegetables.;"
				Cut out the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;junk&lt;/strong&gt;&lt;/span&gt; food. &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Drink&lt;/strong&gt;&lt;/span&gt; lots of water. Exercise. Eat &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;plenty&lt;/strong&gt;&lt;/span&gt; of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;fruits&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;vegetables&lt;/strong&gt;&lt;/span&gt;.
			"
2045447_0;How Does Gatorade Work?;This is a common feature for persons born and brought up in cold climate. People in Equatorial regions tolerate heat more for the same reason. There may be slight variation amongst individuals in tolerance to climatic issues. Nothing to worry.;"
				This is a common feature for persons born and brought up in cold climate. People in &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Equatorial&lt;/strong&gt;&lt;/span&gt; regions &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;tolerate&lt;/strong&gt;&lt;/span&gt; heat more for the same reason. There may be slight variation amongst individuals in &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;tolerance&lt;/strong&gt;&lt;/span&gt; to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;climatic&lt;/strong&gt;&lt;/span&gt; issues. Nothing to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;worry&lt;/strong&gt;&lt;/span&gt;.
			"
2045447_1;How Does Gatorade Work?;Gatorade is usually recommended if you play sports or you work out more than 45 minutes. After that time water will not cut it since you are losing salts and electrolytes which your body needs to be in good balance. What Gatorade does is that since it has electrolytes as well as salts and other elements incorporated it cuts your thirst while it replenishes the body of the lost electrolytes and salts. It helps you be hydrated at the same time as replenishing your body of what it lost and quenching your thirst all at once-the only drawback is that it contains a lot of sugar!;"
				&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Gatorade&lt;/strong&gt;&lt;/span&gt; is usually recommended if you play sports or you work out more than 45 minutes. after that time water will not cut it since you are losing &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;salts&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;electrolytes&lt;/strong&gt;&lt;/span&gt; which your body needs to be in good balance. what &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Gatorade&lt;/strong&gt;&lt;/span&gt; does is that since it has &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;electrolytes&lt;/strong&gt;&lt;/span&gt; as well as &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;salts&lt;/strong&gt;&lt;/span&gt; and other elements incorporated it cuts your &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;thirst&lt;/strong&gt;&lt;/span&gt; while it &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;replenishes&lt;/strong&gt;&lt;/span&gt; the body of the lost &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;electrolytes&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;salts&lt;/strong&gt;&lt;/span&gt;. it helps you be hydrated at the same time as &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;replenishing&lt;/strong&gt;&lt;/span&gt; your body of what it lost and quenching your &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;thirst&lt;/strong&gt;&lt;/span&gt; all at once-the only drawback is that it contains a lot of sugar!
			"
2064166_0;What is a computer microphone?;You need a microphone. On XP.. Start, Accessories, Entertainment, Sound Recorder. Save your message as .wav file, then attach it to your e-mail.. If you have Yahoo, there is a Voice Message section directly through e-mail.;"
				You need a microphone. On &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;XP&lt;/strong&gt;&lt;/span&gt;.. Start, &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Accessories&lt;/strong&gt;&lt;/span&gt;, Entertainment, &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Sound&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Recorder&lt;/strong&gt;&lt;/span&gt;. Save your &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;message&lt;/strong&gt;&lt;/span&gt; as .&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;wav&lt;/strong&gt;&lt;/span&gt; file, then attach it to your e-mail.. If you have &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Yahoo&lt;/strong&gt;&lt;/span&gt;, there is a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Voice&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Message&lt;/strong&gt;&lt;/span&gt; section directly through e-mail.
			"
2064166_1;What is a computer microphone?;Um, yeah. Generally a computer mike will hook either directly into the sound card in the back of the computer, but these days USB Mike/Headset combinations are becoming more common. They are useful for games and VOIP. The USB ones are generally nicer, but require additional software to be installed on the computer.;"
				&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Um&lt;/strong&gt;&lt;/span&gt;, yeah.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Generally&lt;/strong&gt;&lt;/span&gt; a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;computer&lt;/strong&gt;&lt;/span&gt; mike will hook either directly into the sound card in the back of the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;computer&lt;/strong&gt;&lt;/span&gt;, but these days &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;USB&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Mike&lt;/strong&gt;&lt;/span&gt;/&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Headset&lt;/strong&gt;&lt;/span&gt; combinations are becoming more common.  They are useful for games and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;VOIP&lt;/strong&gt;&lt;/span&gt;.  The &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;USB&lt;/strong&gt;&lt;/span&gt; ones are generally nicer, but require additional software to be installed on the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;computer&lt;/strong&gt;&lt;/span&gt;.
			"
207171_0;How student can work with politic?;"Because most of the public state universities _have_ to take students from that state, provided that they make some sort of minimum requirement, usually some form of combined GPA and SAT. Now GPA's from high schools can range from ""informative"" to ""absolutely worthless"" with regards to what they say about the student who got them. Basically they have to admit a lot of students, who to put it bluntly, have no business being at an institute of higher learning in the first place.. . Really, the universities don't have ""weed-out"" the students, as the student's tend to ""weed-out"" themselves.";"
				Because most of the public state universities _have_ to take &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;students&lt;/strong&gt;&lt;/span&gt; from that state, provided that they make some sort of minimum requirement, usually some form of combined &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;GPA&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;SAT&lt;/strong&gt;&lt;/span&gt;.  Now &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;GPA&lt;/strong&gt;&lt;/span&gt;'s from high schools can range from ""informative"" to ""absolutely &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;worthless&lt;/strong&gt;&lt;/span&gt;"" with regards to what they say about the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;student&lt;/strong&gt;&lt;/span&gt; who got them.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Basically&lt;/strong&gt;&lt;/span&gt; they have to admit a lot of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;students&lt;/strong&gt;&lt;/span&gt;, who to put it &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;bluntly&lt;/strong&gt;&lt;/span&gt;, have no business being at an institute of higher learning in the first place.. . Really, the universities don't have ""weed-out"" the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;students&lt;/strong&gt;&lt;/span&gt;, as the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;student&lt;/strong&gt;&lt;/span&gt;'s tend to ""weed-out"" themselves.
			"
207171_1;How student can work with politic?;In the school I attend, if you have just six credit hours in political science, they can get you some work/credit with a politically based organization. I think they can even get internships, but realize, these would be probably clerical work or some such thing.. . I hope that you find something. Ask at your school.;"
				In the school I attend, if you have just six credit hours in &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;political&lt;/strong&gt;&lt;/span&gt; science, they can &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;get&lt;/strong&gt;&lt;/span&gt; you some work/credit with a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;politically&lt;/strong&gt;&lt;/span&gt; based organization.  I think they can even &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;get&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;internships&lt;/strong&gt;&lt;/span&gt;, but realize, these would be probably &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;clerical&lt;/strong&gt;&lt;/span&gt; work or some such thing.. . I hope that you find something.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Ask&lt;/strong&gt;&lt;/span&gt; at your school.
			"
2081703_0;What is the difference in strength between a single, double and three stranded rope?;Stand next to the horse and put your hands on the withers. Gently rock the horse from side to side, and they square up almost perfect.. . You can use your riding crop to give a gentle tap to the leg that is not in the proper position. Just tap tap tap until the leg moves, and stop tapping the instant you see the slightest try in the horse.;"
				Stand next to the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;horse&lt;/strong&gt;&lt;/span&gt; and put your hands on the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;withers&lt;/strong&gt;&lt;/span&gt;.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Gently&lt;/strong&gt;&lt;/span&gt; rock the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;horse&lt;/strong&gt;&lt;/span&gt; from side to side, and they square up almost perfect.. . You can use your riding crop to give a gentle &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;tap&lt;/strong&gt;&lt;/span&gt; to the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;leg&lt;/strong&gt;&lt;/span&gt; that is not in the proper position.  Just &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;tap&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;tap&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;tap&lt;/strong&gt;&lt;/span&gt; until the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;leg&lt;/strong&gt;&lt;/span&gt; moves, and stop &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;tapping&lt;/strong&gt;&lt;/span&gt; the instant you see the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;slightest&lt;/strong&gt;&lt;/span&gt; try in the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;horse&lt;/strong&gt;&lt;/span&gt;.
			"
2081703_1;What is the difference in strength between a single, double and three stranded rope?;The strands. You know how they twist the strings around each other. Well, if they use 2 strands, of course that's 2 stranded string. If it's 3 strands well... you get the point.;"
				The &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;strands&lt;/strong&gt;&lt;/span&gt;. You know how they &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;twist&lt;/strong&gt;&lt;/span&gt; the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;strings&lt;/strong&gt;&lt;/span&gt; around each other. Well, if they use 2 &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;strands&lt;/strong&gt;&lt;/span&gt;, of course that's 2 &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;stranded&lt;/strong&gt;&lt;/span&gt; string. If it's 3 &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;strands&lt;/strong&gt;&lt;/span&gt; well... you get the point.
			"
2124189_0;Why,honestly,do men have nipples?;Many scientists believe that male nipples are an evolutionary vestige which is simply the result of males and females sharing virtually identical genetic structures. Some evolutionists belief that evolution has not phased male nipples out because there is no evolutionary advantage to phasing them out. Also, male nipples do serve a limited function in sexual arousal. Further still, male lactation does occur, though rarely, and is no doubt the result of the similarities in the genetic code with females.;"
				Many scientists believe that &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;male&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;nipples&lt;/strong&gt;&lt;/span&gt; are an &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;evolutionary&lt;/strong&gt;&lt;/span&gt; vestige which is simply the result of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;males&lt;/strong&gt;&lt;/span&gt; and females sharing virtually identical &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;genetic&lt;/strong&gt;&lt;/span&gt; structures.  Some &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;evolutionists&lt;/strong&gt;&lt;/span&gt; belief that evolution has not phased &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;male&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;nipples&lt;/strong&gt;&lt;/span&gt; out because there is no &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;evolutionary&lt;/strong&gt;&lt;/span&gt; advantage to phasing them out.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Also&lt;/strong&gt;&lt;/span&gt;, &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;male&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;nipples&lt;/strong&gt;&lt;/span&gt; do serve a limited function in sexual arousal.  Further still, &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;male&lt;/strong&gt;&lt;/span&gt; lactation does occur, though rarely, and is no doubt the result of the similarities in the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;genetic&lt;/strong&gt;&lt;/span&gt; code with females.
			"
2124189_1;Why,honestly,do men have nipples?;"It's a survival trait from mankind long past.. . In periods of drought and famine, males are capable of nursing. That doubles the number of food sources for baby when times are tough.. . Men don't lactate now because of social ""norms"" rather than biological restrictions.";"
				It's a survival &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;trait&lt;/strong&gt;&lt;/span&gt; from &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;mankind&lt;/strong&gt;&lt;/span&gt; long past.. . In periods of drought and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;famine&lt;/strong&gt;&lt;/span&gt;, males are capable of nursing.  That doubles the number of food sources for baby when times are tough.. . Men don't &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;lactate&lt;/strong&gt;&lt;/span&gt; now because of social ""norms"" rather than biological restrictions.
			"
2173263_0;How can I turn m3u into mp3?;"I know what you mean. There is a yellow star you can click on but that just lists them. Directly to the right of the yellow star is a smaller yellow star with a green ""plus"" sign overlapping it. If you click on that it will let you add favorites.";"
				I know what you mean.  There is a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;yellow&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;star&lt;/strong&gt;&lt;/span&gt; you can &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;click&lt;/strong&gt;&lt;/span&gt; on but that just lists them.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Directly&lt;/strong&gt;&lt;/span&gt; to the right of the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;yellow&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;star&lt;/strong&gt;&lt;/span&gt; is a smaller &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;yellow&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;star&lt;/strong&gt;&lt;/span&gt; with a green ""plus"" sign &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;overlapping&lt;/strong&gt;&lt;/span&gt; it.  If you &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;click&lt;/strong&gt;&lt;/span&gt; on that it will let you add &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;favorites&lt;/strong&gt;&lt;/span&gt;.
			"
2173263_1;How can I turn m3u into mp3?;"Well ... when you stream a m3u off the net, in the player, you can click on ""file info"". This will give you the address to the mp3 file. You might try that. I use winamp for my player, right click the song title in the player, there you can click file info.";"
				Well ... when you stream a m3u off the net, in the player, you can &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;click&lt;/strong&gt;&lt;/span&gt; on ""&lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;file&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;info&lt;/strong&gt;&lt;/span&gt;"". This will give you the address to the mp3 &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;file&lt;/strong&gt;&lt;/span&gt;. You might try that. I use winamp for my player, right &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;click&lt;/strong&gt;&lt;/span&gt; the song title in the player, there you can &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;click&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;file&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;info&lt;/strong&gt;&lt;/span&gt;.
			"
2180307_0;Why do males wake with an erection?;Many scientists believe that male nipples are an evolutionary vestige which is simply the result of males and females sharing virtually identical genetic structures. Some evolutionists belief that evolution has not phased male nipples out because there is no evolutionary advantage to phasing them out. Also, male nipples do serve a limited function in sexual arousal. Further still, male lactation does occur, though rarely, and is no doubt the result of the similarities in the genetic code with females.;"
				Many scientists believe that &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;male&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;nipples&lt;/strong&gt;&lt;/span&gt; are an &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;evolutionary&lt;/strong&gt;&lt;/span&gt; vestige which is simply the result of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;males&lt;/strong&gt;&lt;/span&gt; and females sharing virtually identical &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;genetic&lt;/strong&gt;&lt;/span&gt; structures.  Some &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;evolutionists&lt;/strong&gt;&lt;/span&gt; belief that evolution has not phased &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;male&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;nipples&lt;/strong&gt;&lt;/span&gt; out because there is no &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;evolutionary&lt;/strong&gt;&lt;/span&gt; advantage to phasing them out.  &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Also&lt;/strong&gt;&lt;/span&gt;, &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;male&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;nipples&lt;/strong&gt;&lt;/span&gt; do serve a limited function in sexual arousal.  Further still, &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;male&lt;/strong&gt;&lt;/span&gt; lactation does occur, though rarely, and is no doubt the result of the similarities in the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;genetic&lt;/strong&gt;&lt;/span&gt; code with females.
			"
2180307_1;Why do males wake with an erection?;I wonder that myself. I think it might be due to the fact that when people of both genders dream, we are physically in a state of arousal. Since I generally wake up right after a long dream, I assume men do, too. But this is just a hypothesis.;"
				I &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;wonder&lt;/strong&gt;&lt;/span&gt; that myself. I think it might be due to the fact that when people of both genders &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;dream&lt;/strong&gt;&lt;/span&gt;, we are physically in a state of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;arousal&lt;/strong&gt;&lt;/span&gt;. Since I generally wake up right after a long &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;dream&lt;/strong&gt;&lt;/span&gt;, I &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;assume&lt;/strong&gt;&lt;/span&gt; men do, too. But this is just a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;hypothesis&lt;/strong&gt;&lt;/span&gt;.
			"
2217524_0;What are the similarities and differences between: Ronald Reagan, Herber Hoover and Jimmy Carter?;Marketing strategy. Also, everyone has to go through the checkout lanes. Only a few people, relatively speaking, have to go get prescriptions. Therefore, it offers more privacy to see a Pharmacist in a lower traffic area.;"
				Marketing strategy. Also, everyone has to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;go&lt;/strong&gt;&lt;/span&gt; through the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;checkout&lt;/strong&gt;&lt;/span&gt; lanes. Only a few people, relatively speaking, have to &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;go&lt;/strong&gt;&lt;/span&gt; get &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;prescriptions&lt;/strong&gt;&lt;/span&gt;. Therefore, it offers more &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;privacy&lt;/strong&gt;&lt;/span&gt; to see a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Pharmacist&lt;/strong&gt;&lt;/span&gt; in a lower traffic area.
			"
2217524_1;What are the similarities and differences between: Ronald Reagan, Herber Hoover and Jimmy Carter?;I would say that the biggest similarity is that they were all presidents of the US during a domestic crisis. Hoover had to try to fix the great depression if memory serves me well, and Carter had to deal with the backlash of Watergate and backlash from the Iran Hostage issue. Finally, Reagan had to deal with the economic depression with his major government spending and Reaganomics. One could also argue that all of them were similar because of there materialism and failure of their social programs.;"
				I would say that the biggest similarity is that they were all presidents of the US during a domestic crisis. Hoover had to try to fix the great &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;depression&lt;/strong&gt;&lt;/span&gt; if memory serves me well, and Carter had to deal with the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;backlash&lt;/strong&gt;&lt;/span&gt; of &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Watergate&lt;/strong&gt;&lt;/span&gt; and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;backlash&lt;/strong&gt;&lt;/span&gt; from the &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Iran&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Hostage&lt;/strong&gt;&lt;/span&gt; issue. Finally, &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Reagan&lt;/strong&gt;&lt;/span&gt; had to deal with the economic &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;depression&lt;/strong&gt;&lt;/span&gt; with his major government spending and &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;Reaganomics&lt;/strong&gt;&lt;/span&gt;. One could also argue that all of them were similar because of there &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;materialism&lt;/strong&gt;&lt;/span&gt; and failure of their social programs.
			"
224760_0;What is an easy way to remember how to do CPR?;Tell her in a caring way that you are concerned about her and that its making u worry that she is working so hard to take care of others when she should be taking care of herself. Look up a list of resources for your mom's friend to go to for help and show it to your mom. Let her know how u feel in a positive way use I statements and be truthful. Sometimes its easier if u have a hard time remembering what u wanna say to write it down and either read it or go back to it when u stumble;"
				Tell her in a &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;caring&lt;/strong&gt;&lt;/span&gt; way that you are concerned about her and that its making &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;u&lt;/strong&gt;&lt;/span&gt; worry that she is working so hard to take &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;care&lt;/strong&gt;&lt;/span&gt; of others when she should be taking &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;care&lt;/strong&gt;&lt;/span&gt; of herself. Look up a list of resources for your &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;mom&lt;/strong&gt;&lt;/span&gt;'s friend to go to for help and show it to your &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;mom&lt;/strong&gt;&lt;/span&gt;. let her know how &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;u&lt;/strong&gt;&lt;/span&gt; feel in a positive way use I statements and be &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;truthful&lt;/strong&gt;&lt;/span&gt;. Sometimes its easier if &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;u&lt;/strong&gt;&lt;/span&gt; have a hard time remembering what &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;u&lt;/strong&gt;&lt;/span&gt; wanna say to write it down and either read it or go back to it when &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;u&lt;/strong&gt;&lt;/span&gt; &lt;span style=""color: #0000ff;""&gt;&lt;strong&gt;stumble&lt;/strong&gt;&lt;/span&gt;
			"
